32015066601,"JENNIFER SALES                                    ","6363 S NETHERLAND WAY                   ","CENTENNIAL          ","CO","80016",000,00001,"PEAK2PAR                                          ","22018 E COSTILLA DR                     ","AURORA              ","CO","80016",   ,    1,     14686.86,      9586.86
32048168705,"LEAH LAKSTINS                                     ","PO BOX 3089 C/O HOTSPOT TAX SERVICES    ","GREENWOOD VLG       ","CO","80155",000,00001," HOTSPOT TAX SERVICES                             ","5300 DTC PKWY STE 480                   ","GREENWOOD VILLAGE   ","CO","80111",   ,    1,      1960.51,      1960.51
32047266336,"DARRELL WILLIAMS AND MARLEE WILLIAMS JOINT TRUST  ","PO BOX 3089 C/O HOTSPOT TAX SERVICES    ","GREENWOOD VLG       ","CO","80155",000,00001,"DARRELL WILLIAMS AND MARLEE WILLIAMS JOINT TRUST  ","5300 DTC PKWY STE 480                   ","GREENWOOD VILLAGE   ","CO","80111",   ,    1,      6956.52,      6956.52
32038887173,"ERIC FOULTZ                                       ","PO BOX 3089 C/O HOTSPOT TAX SERVICES    ","GREENWOOD VLG       ","CO","80155",000,00001,"ERIC FOULTZ                                       ","5300 DTC PKWY STE 480 C/O HOTSPOT TAX SE","GREENWOOD VILLAGE   ","CO","80111",   ,    1,      5995.72,      5995.72
32042406168,"NANCY J ELLINGSWORTH                              ","4673 FLAG AVE N                         ","NEW HOPE            ","MN","55428",000,00001,"NANCY J ELLINGSWORTH                              ","4673 FLAG AVE N                         ","NEW HOPE            ","MN","55428",   ,    1,      2650.00,      1650.00
32040003603,"PINE DUNES LODGE, LLC                             ","PO BOX 1898                             ","AVON                ","CO","81620",000,00001,"PINE DUNES LODGE, LLC                             ","159 PRIVATE ROAD 7019                   ","FRANKSTON           ","TX","75763",001,   11,     48710.00,     48710.00
19201919875,"SKYTRAQS, LLC                                     ","PO BOX 534                              ","FRANKSTON           ","TX","75763",001,00001,"SKYTRAQS LLC                                      ","10093 COUNTY ROAD 4101                  ","FRANKSTON           ","TX","75763",001,    7,      8418.13,      8418.13
32025037428,"PETER E FAY                                       ","14000 E US HIGHWAY 84                   ","PALESTINE           ","TX","75801",001,00001,"'R' PLACE RV PARK AND CAMPGROUND                  ","14000 E US HIGHWAY 84                   ","PALESTINE           ","TX","75801",001,    1,         0.00,         0.00
32043575185,"BAILEY BUNKHOUSE LLC                              ","9766 KINGS CANYON DR                    ","PEYTON              ","CO","80831",000,00001,"BAILEY BUNKHOUSE LLC                              ","4701 AN COUNTY ROAD 441                 ","PALESTINE           ","TX","75803",001,    1,      7675.00,      7675.00
12519244599,"PRAYOGI, LLC                                      ","1601 W PALESTINE AVE                    ","PALESTINE           ","TX","75801",001,00001,"BEST WESTERN PALESTINE INN                        ","1601 W PALESTINE AVE                    ","PALESTINE           ","TX","75801",001,   66,    170468.06,    149253.99
32036715889,"JAMES F COLVIN                                    ","18141 FM 315                            ","PALESTINE           ","TX","75803",001,00001,"DEER CREEK MEADOWS                                ","18141 FM 315                            ","PALESTINE           ","TX","75803",001,    3,       595.00,       595.00
32019201014,"ELIZABETH LEIGH WEBB                              ","921 N PERRY ST                          ","PALESTINE           ","TX","75801",000,00001,"DOGWOOD INN BED & BREAKFAST                       ","921 N PERRY ST                          ","PALESTINE           ","TX","75801",001,    2,         0.00,         0.00
32010140260,"DESSA D TURNAGE                                   ","305 AN COUNTY ROAD 445                  ","PALESTINE           ","TX","75803",001,00002,"ELMWOOD GARDENS                                   ","680 AN COUNTY ROAD 446                  ","PALESTINE           ","TX","75803",001,    5,      1014.00,      1014.00
32044051749,"AMERISTAR HOTELS, LLC                             ","1101 E PALESTINE AVE                    ","PALESTINE           ","TX","75801",001,00001,"EXECUTIVE INN & SUITES                            ","1101 E PALESTINE AVE                    ","PALESTINE           ","TX","75801",001,   84,     75621.58,     48101.04
32040853684,"LOCAL HOSPITALITY LLC                             ","1100 E PALESTINE AVE                    ","PALESTINE           ","TX","75801",001,00001,"EXPRESS INN AND SUITES                            ","1100 E PALESTINE AVE                    ","PALESTINE           ","TX","75801",001,   93,    154122.58,    116105.58
32039889152,"VICKI'S FIG TREE MANOR, INC.                      ","203 ERWIN ST                            ","PALESTINE           ","TX","75801",001,00001,"FIG TREE MANOR                                    ","203 ERWIN ST                            ","PALESTINE           ","TX","75801",001,    4,      1767.00,      1767.00
32005802767,"FOX WILDLIFE, LLC                                 ","650 AN COUNTY ROAD 468                  ","PALESTINE           ","TX","75803",001,00001,"FOX MEADOWS                                       ","650 AN COUNTY ROAD 468                  ","PALESTINE           ","TX","75803",001,    2,      6972.00,      6972.00
32034695471,"VLALA, LLC                                        ","2700 S LOOP 256                         ","PALESTINE           ","TX","75801",001,00003,"HAMPTON INN AND SUITES                            ","2700 S LOOP 256                         ","PALESTINE           ","TX","75801",001,   79,    380204.70,    373369.34
17428856250,"AJPSV, LTD.                                       ","1030 E PALESTINE AVE                    ","PALESTINE           ","TX","75801",001,00001,"HOLIDAY INN EXPRESS                               ","1030 E PALESTINE AVE                    ","PALESTINE           ","TX","75801",001,   62,    285469.24,    259262.07
17529686283,"BEVERLY KAY RANCH, INC.                           ","520 AN COUNTY ROAD 487                  ","PALESTINE           ","TX","75803",001,00001,"INN AT B K RANCH                                  ","520 AN CR 487                           ","PALESTINE           ","TX","75803",001,   14,       150.00,       150.00
32037290965,"PSM - KRISHNA CORPORATION                         ","6630 E BASELINE RD                      ","MESA                ","AZ","85206",000,00002,"LA QUINTA INN & SUITES                            ","3000 S LOOP 256                         ","PALESTINE           ","TX","75801",001,   60,    233551.72,    222719.07
32044515842,"ROBERTA WILSON & CINDY NESBITT                    ","421 S MAGNOLIA ST                       ","PALESTINE           ","TX","75801",001,00001,"MAGNOLIA STREET INN                               ","421 S MAGNOLIA ST                       ","PALESTINE           ","TX","75801",001,    4,      6700.00,      6700.00
32035502395,"MOLLARD PROPERTIES, LTD.                          ","400 N QUEEN ST                          ","PALESTINE           ","TX","75801",001,00001,"MOLLARD PROPERTIES, LTD.                          ","400 N QUEEN ST                          ","PALESTINE           ","TX","75801",001,    1,     15026.38,      2725.00
16114917145,"NIKKIKUMAR, INC.                                  ","1520 E PALESTINE AVE                    ","PALESTINE           ","TX","75801",001,00001,"PAL-TEX MOTEL                                     ","1520 E PALESTINE AVE                    ","PALESTINE           ","TX","75801",001,   19,     15340.00,      9220.00
32028041369,"PRIME HOSPITALITY, LLC                            ","15007 WOLF BRANCH CT                    ","CYPRESS             ","TX","77429",101,00001,"PALESTINE COMFORT SUITES                          ","301 WILLOW CREEK PKWY                   ","PALESTINE           ","TX","75801",001,   66,    183524.78,    174179.17
32014796620,"SIMON VICTOR WEBSTER                              ","110 AN COUNTY ROAD 406                  ","PALESTINE           ","TX","75803",001,00001,"SABOR A PASION COUNTRY HOUSE AND BISTRO           ","110 AN COUNTY ROAD 406                  ","PALESTINE           ","TX","75803",001,    4,      2577.37,      2577.37
30119304001,"BHAP LODGING, INC.                                ","2300 W OAK ST                           ","PALESTINE           ","TX","75801",001,00001,"SUPER 8 MOTEL                                     ","2300 W OAK ST                           ","PALESTINE           ","TX","75801",001,   50,    114202.22,    112542.22
32028573692,"RAMESHBHAI T PATEL                                ","805 E PALESTINE AVE                     ","PALESTINE           ","TX","75801",001,00001,"TEXANN MOTEL                                      ","805 E PALESTINE AVE                     ","PALESTINE           ","TX","75801",001,   52,     48299.75,     35164.94
30119758180,"ANNJAY HOSPITALITY, INC.                          ","205 E PALESTINE AVE                     ","PALESTINE           ","TX","75801",001,00001,"TOWN & COUNTRY MOTEL                              ","205 E PALESTINE AVE                     ","PALESTINE           ","TX","75801",001,   72,     39633.99,     27418.43
32048932738,"ANDREWS HOTEL INVESTMENTS, LLC                    ","4724 BYRON CIR                          ","IRVING              ","TX","75038",057,00001,"ANDREWS MOTOR INN                                 ","805 E BROADWAY ST                       ","ANDREWS             ","TX","79714",002,   76,    307315.50,    162758.48
12040117579,"EDWARD SALDIVAR AND ANDREA WARNKE                 ","PO BOX 1128                             ","ANDREWS             ","TX","79714",002,00001,"CASABELLA                                         ","900 NE AVENUE K                         ","ANDREWS             ","TX","79714",002,    5,     26158.00,     26158.00
14216556663,"GOVIND RAMA, INC.                                 ","1105 S US HIGHWAY 385                   ","ANDREWS             ","TX","79714",002,00001,"DAYS INN                                          ","1105 S US HIGHWAY 385                   ","ANDREWS             ","TX","79714",002,   51,    289525.76,    280752.61
32049249561,"HILLCREST JOINT VENTURE, LLC                      ","8020 C F HAWN FWY                       ","DALLAS              ","TX","75217",057,00001,"HILLCREST JOINT VENTURE, LLC                      ","412 N MAIN ST                           ","ANDREWS             ","TX","79714",002,   18,     43380.12,     21761.76
32016391792,"J & R HOSPITALITY GROUP, INC.                     ","28542 MUNERA                            ","MISSION VIEJO       ","CA","92692",000,00003,"HOLIDAY INN EXPRESS                               ","1100 S MAIN ST                          ","ANDREWS             ","TX","79714",002,   67,    794121.74,    773794.83
32033657324,"ANIL V CHRISTIAN                                  ","315 W BROADWAY ST                       ","ANDREWS             ","TX","79714",002,00001,"TEXAS MOTEL                                       ","315 W BROADWAY ST                       ","ANDREWS             ","TX","79714",002,   12,     16063.00,      7155.00
32048780640,"RAKESHKUMAR B PATEL                               ","910 N TEMPLE DR                         ","DIBOLL              ","TX","75941",003,00001,"DIBOLL INN & SUITES                               ","910 N TEMPLE DR                         ","DIBOLL              ","TX","75941",003,   40,     61171.94,     59556.94
17512443478,"ANGELINA COUNTY JUNIOR COLLEGE DISTRICT           ","PO BOX 1768                             ","LUFKIN              ","TX","75902",003,00001,"ANGELINA COLLEGE                                  ","HIGHWAY 59 SOUTH                        ","LUFKIN              ","TX","75901",003,   56,     11365.00,       700.00
17518393883,"B R & B D & H R PATEL                             ","113 S TIMBERLAND DR                     ","LUFKIN              ","TX","75901",003,00001,"BEAM'S MOTEL                                      ","113 S TIMBERLAND                        ","LUFKIN              ","TX","75901",003,   23,     10893.66,      4782.00
32040278296,"ARTHUR W WRIGHT                                   ","PO BOX 150541                           ","LUFKIN              ","TX","75915",003,00001,"BENT OAK BED AND BREAKFAST                        ","877 HOLMES RD                           ","LUFKIN              ","TX","75904",003,    3,      4000.00,      4000.00
15624069959,"CROWN COLONY HOSPITALITY, INC.                    ","3211 S 1ST ST                           ","LUFKIN              ","TX","75901",003,00001,"BEST WESTERN CROWN COLONY INN AND SUITES          ","3211 S 1ST ST                           ","LUFKIN              ","TX","75901",003,   58,    392975.06,    307017.43
17526805514,"ANGELINA HOSPITALITY, LTD.                        ","PO BOX 168222                           ","IRVING              ","TX","75016",057,00001,"COMFORT SUITES LUFKIN                             ","4402 SOUTH FIRST                        ","LUFKIN              ","TX","75901",003,   80,    277046.33,    277046.33
32048248309,"TXHP LUFKIN 1, L.L.C.                             ","44 HERSHA DR                            ","HARRISBURG          ","PA","17102",000,00001,"COURTYARD BY MARRIOTT                             ","2130 S 1ST ST                           ","LUFKIN              ","TX","75901",003,  101,    794937.24,    770595.54
17513082069,"SABINE INVESTMENT COMPANY OF TEXAS INC            ","1300 S MO PAC EXPY FL 3 C/O TAX DEPT    ","AUSTIN              ","TX","78746",227,00013,"CROWN COLONY VILLAS                               ","736 CROWN COLONY DR                     ","LUFKIN              ","TX","75901",003,   13,     36720.00,     32640.00
32000039530,"DAL LEASING, LTD.                                 ","PO BOX 155241                           ","LUFKIN              ","TX","75915",003,00001,"DAL LEASING LTD                                   ","3500 N MEDFORD DR                       ","LUFKIN              ","TX","75901",003,    5,      4604.00,      4604.00
18707172526,"SKYSCAN CORPORATION, INC.                         ","103 HARMONY HILL DR                     ","LUFKIN              ","TX","75901",003,00001,"EXECUTIVE INN AND SUITES                          ","103 HARMONY HILL DR                     ","LUFKIN              ","TX","75901",003,   52,     64048.47,     63305.10
17526405950,"LUFKIN HOSPITALITY, LTD.                          ","PO BOX 168222                           ","IRVING              ","TX","75016",057,00004,"HAMPTON INN & SUITES                              ","4400 S 1ST ST                           ","LUFKIN              ","TX","75901",003,   85,    458249.50,    458249.50
